person_100007846,1810,0.912298387096774
language_106282651,65,0.0327620967741935
people_107942152,12,0.00604838709677419
entity_100001740,9,0.00453629032258065
economy_108366753,7,0.00352822580645161
relation_100031921,4,0.00201612903225806
social_group_107950920,4,0.00201612903225806
gathering_107975026,4,0.00201612903225806
administrative_district_108491826,4,0.00201612903225806
trade_name_106845599,4,0.00201612903225806
legal_document_106479665,3,0.00151209677419355
profession_108112096,3,0.00151209677419355
political_unit_108359949,3,0.00151209677419355
digit_113741022,3,0.00151209677419355
social_control_101123598,2,0.00100806451612903
leadership_108381436,2,0.00100806451612903
education_100883297,2,0.00100806451612903
administrative_unit_108077292,2,0.00100806451612903
company_108058098,2,0.00100806451612903
plant_100017222,2,0.00100806451612903
settlement_108672562,2,0.00100806451612903
occupation_100582388,2,0.00100806451612903
organization_108008335,2,0.00100806451612903
mind_105611302,2,0.00100806451612903
body_107965085,2,0.00100806451612903
animal_100015388,2,0.00100806451612903
community_108223802,2,0.00100806451612903
writing_style_107092158,1,0.000504032258064516
neural_structure_105462674,1,0.000504032258064516
decision_making_105788149,1,0.000504032258064516
spiritual_being_109504135,1,0.000504032258064516
discipline_105996646,1,0.000504032258064516
acquisition_100077419,1,0.000504032258064516
urban_area_108675967,1,0.000504032258064516
government_108050678,1,0.000504032258064516
opening_109379111,1,0.000504032258064516
financial_institution_108054721,1,0.000504032258064516
political_orientation_106212839,1,0.000504032258064516
thinking_105770926,1,0.000504032258064516
present_115119536,1,0.000504032258064516
court_108329453,1,0.000504032258064516
transaction_101106808,1,0.000504032258064516
code_106353934,1,0.000504032258064516
location_100027167,1,0.000504032258064516
subject_106599788,1,0.000504032258064516
ethnic_group_107967382,1,0.000504032258064516
mine_103768346,1,0.000504032258064516
text_106387980,1,0.000504032258064516
change_100191142,1,0.000504032258064516
linguistic_process_105808557,1,0.000504032258064516
