person_100007846,1760,0.957562568008705
mountain_109359803,5,0.00272034820457019
wrongdoing_100732746,4,0.00217627856365615
tract_108673395,3,0.00163220892274211
building_102913152,3,0.00163220892274211
urban_area_108675967,3,0.00163220892274211
government_108050678,3,0.00163220892274211
animal_100015388,3,0.00163220892274211
change_100191142,3,0.00163220892274211
administrative_unit_108077292,2,0.00108813928182807
military_service_108198137,2,0.00108813928182807
company_108058098,2,0.00108813928182807
plant_100017222,2,0.00108813928182807
occupation_100582388,2,0.00108813928182807
device_103183080,2,0.00108813928182807
discipline_105996646,2,0.00108813928182807
method_105660268,2,0.00108813928182807
spelling_106353445,2,0.00108813928182807
product_104007894,2,0.00108813928182807
party_108256968,2,0.00108813928182807
center_108523483,2,0.00108813928182807
diversion_100426928,1,0.000544069640914037
social_control_101123598,1,0.000544069640914037
adolescence_115147850,1,0.000544069640914037
definition_106744396,1,0.000544069640914037
work_force_108212347,1,0.000544069640914037
broadcast_106619428,1,0.000544069640914037
production_107006951,1,0.000544069640914037
station_104306080,1,0.000544069640914037
housing_103546340,1,0.000544069640914037
scene_108645963,1,0.000544069640914037
operation_100955060,1,0.000544069640914037
atmospheric_phenomenon_111425580,1,0.000544069640914037
legal_document_106479665,1,0.000544069640914037
imagination_105625465,1,0.000544069640914037
thinking_105770926,1,0.000544069640914037
building_complex_102914991,1,0.000544069640914037
work_100575741,1,0.000544069640914037
stadium_104295881,1,0.000544069640914037
administrative_district_108491826,1,0.000544069640914037
suffering_107495327,1,0.000544069640914037
furnishing_103405265,1,0.000544069640914037
conveyance_103100490,1,0.000544069640914037
cloth_covering_103050026,1,0.000544069640914037
extremity_105566919,1,0.000544069640914037
incident_107307477,1,0.000544069640914037
old_age_115153787,1,0.000544069640914037
educational_institution_108276342,1,0.000544069640914037
