person_100007846,2082,0.917989417989418
people_107942152,28,0.0123456790123457
administrative_district_108491826,8,0.00352733686067019
nation_108166552,7,0.00308641975308642
party_108256968,7,0.00308641975308642
ethnic_group_107967382,7,0.00308641975308642
folk_107947255,7,0.00308641975308642
entity_100001740,6,0.00264550264550265
animal_100015388,6,0.00264550264550265
community_108223802,6,0.00264550264550265
concept_105835747,4,0.0017636684303351
unit_of_measurement_113583724,4,0.0017636684303351
economy_108366753,4,0.0017636684303351
social_group_107950920,4,0.0017636684303351
gathering_107975026,4,0.0017636684303351
location_100027167,4,0.0017636684303351
district_108552138,3,0.00132275132275132
year_115201505,2,0.000881834215167548
administrative_unit_108077292,2,0.000881834215167548
society_107966140,2,0.000881834215167548
lineage_108101937,2,0.000881834215167548
occupation_100582388,2,0.000881834215167548
organization_108008335,2,0.000881834215167548
urban_area_108675967,2,0.000881834215167548
kin_107969695,2,0.000881834215167548
transaction_101106808,2,0.000881834215167548
body_107965085,2,0.000881834215167548
union_108233056,2,0.000881834215167548
mine_103768346,2,0.000881834215167548
vote_100182213,2,0.000881834215167548
mound_103792048,2,0.000881834215167548
educational_institution_108276342,2,0.000881834215167548
social_control_101123598,1,0.000440917107583774
adolescence_115147850,1,0.000440917107583774
land_109334396,1,0.000440917107583774
tradition_105809745,1,0.000440917107583774
parturition_113532886,1,0.000440917107583774
tract_108673395,1,0.000440917107583774
settlement_108672562,1,0.000440917107583774
unit_108189659,1,0.000440917107583774
device_103183080,1,0.000440917107583774
banishment_100206302,1,0.000440917107583774
mind_105611302,1,0.000440917107583774
discipline_105996646,1,0.000440917107583774
housing_103546340,1,0.000440917107583774
game_100456199,1,0.000440917107583774
generation_108368907,1,0.000440917107583774
appellation_106338908,1,0.000440917107583774
port_108633957,1,0.000440917107583774
constituency_108238156,1,0.000440917107583774
choice_100161243,1,0.000440917107583774
sarcasm_106777164,1,0.000440917107583774
group_100031264,1,0.000440917107583774
opening_109379111,1,0.000440917107583774
paradigm_113804375,1,0.000440917107583774
family_108078020,1,0.000440917107583774
conference_107142566,1,0.000440917107583774
region_108630039,1,0.000440917107583774
team_108208560,1,0.000440917107583774
party_107447641,1,0.000440917107583774
political_orientation_106212839,1,0.000440917107583774
thinking_105770926,1,0.000440917107583774
product_104007894,1,0.000440917107583774
energy_111452218,1,0.000440917107583774
institution_108053576,1,0.000440917107583774
business_108061042,1,0.000440917107583774
work_100575741,1,0.000440917107583774
address_108491027,1,0.000440917107583774
transmission_106251781,1,0.000440917107583774
center_108523483,1,0.000440917107583774
year_115203791,1,0.000440917107583774
sky_109436708,1,0.000440917107583774
pathological_state_114051917,1,0.000440917107583774
enterprise_108056231,1,0.000440917107583774
protection_100817680,1,0.000440917107583774
implement_103563967,1,0.000440917107583774
change_100191142,1,0.000440917107583774
day_115164957,1,0.000440917107583774
calendar_month_115209413,1,0.000440917107583774
